"","Release_number","interview_id","State","Family_comp_change","hd_wage","family_identifier","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_wtr_unemployed","hd_hrs_work_per_week","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","wf_housework_hrs","hd_housework_hrs","hd_health","wf_health","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","wf_wage","hd_edu","wf_edu","hd_change_in_marital_status","Year","hd_adj_income"
"16363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16364",4,8133,23,8,5600,5655,39,2,0,1,17,5,1,611,779,5,35.900002,3,0,0,0,0,8,4,0,0,0,0,0,0,2,2,5,0,3,0,11,0,8,1993,4147.11332971076
"16365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16366",4,10940,23,8,12700,5655,32,2,0,2,2,2,1,643,417,5,4,3,0,0,0,0,20,3,0,0,0,0,0,0,2,1,5,0,3,0,12,0,8,1993,9405.06058702262
"16367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16374",4,8302,23,8,13000,5656,54,1,0,0,0,5,1,903,877,5,42,2,0,0,0,0,8,3,0,0,0,0,0,0,2,1,5,0,0,0,12,0,8,1993,9627.22737254284
"16375",4,862,23,0,0,5656,60,2,0,0,0,5,5,0,0,0,0,3,0,0,0,0,30,5,0,0,0,0,0,0,2,3,5,0,3,0,11,0,2,1993,0
"16376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16377",4,1187,23,0,38981,5656,41,1,40,0,0,1,1,374,529,5,40,1,925,838,5,7,4,3,3,2,1,1,1,3,2,1,1,2,3,27558,14,13,1,1993,28867.6115545456
"16378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16379",4,1294,42,0,25000,5656,37,1,37,0,0,1,1,415,67,5,50,1,0,0,0,20,0,3,3,2,2,5,0,18,2,3,1,1,9,1400,13,11,1,1993,18513.8987933516
"16380",4,1188,23,0,1200,5656,36,2,0,3,9,2,1,391,878,1,40,3,0,0,0,0,10,2,0,0,0,0,0,0,2,1,1,2,6,0,14,0,2,1993,888.667142080877
"16381",4,863,23,2,9000,5656,34,1,0,0,0,4,1,755,937,5,40,2,0,0,0,0,8,2,0,0,0,0,0,0,2,3,5,0,3,0,9,0,3,1993,6665.00356560658
"16382",4,2209,17,1,20000,5656,33,1,33,0,0,4,1,715,527,5,45,1,0,0,0,37,5,3,3,2,1,5,0,3,2,3,5,0,3,0,11,12,1,1993,14811.1190346813
"16383",4,2208,23,0,28000,5656,32,2,0,3,7,2,1,926,838,5,60,3,0,0,0,0,0,3,0,0,0,0,0,0,2,1,1,4,3,0,16,0,2,1993,20735.5666485538
"16384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16385",4,10352,23,8,0,5656,19,2,0,0,0,2,7,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,2,1,1,1,3,0,13,0,8,1993,0
"16386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16397",4,5526,21,0,28000,5660,59,1,56,0,0,1,1,751,68,1,72,1,0,0,0,5,0,3,4,2,3,5,0,3,2,3,5,0,3,0,11,9,1,1993,20735.5666485538
"16398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16399",4,5760,21,0,2000,5660,41,2,0,0,0,4,1,56,738,5,35,3,0,0,0,0,7,2,0,0,0,0,0,0,2,1,1,3,9,0,15,0,2,1993,1481.11190346813
"16400",4,5529,21,0,23000,5660,38,1,35,4,10,1,1,436,68,1,44,1,0,0,0,12,1,2,4,2,1,1,1,3,2,2,5,0,3,1600,11,13,1,1993,17032.7868898835
"16401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16405",4,6678,21,4,19000,5660,31,1,32,2,4,1,1,284,639,1,54,1,326,717,5,6,6,3,2,2,1,1,2,0,2,2,5,0,0,25000,10,14,5,1993,14070.5630829472
"16406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16408",4,9446,21,5,100,5661,35,1,0,3,4,2,5,0,0,0,0,2,0,0,0,0,11,5,0,0,0,0,0,0,7,3,5,0,1,0,9,0,8,1993,74.0555951734064
"16409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16410",4,576,21,1,0,5661,32,2,0,4,1,4,6,0,0,0,0,3,0,0,0,0,20,4,0,0,0,0,0,0,2,3,5,0,3,0,10,0,2,1993,0
"16411",4,8397,21,1,0,5661,32,2,0,5,2,4,3,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,2,9,1,9,3,0,99,0,2,1993,0
"16412",4,692,21,0,12500,5661,23,1,23,0,0,1,1,954,879,5,40,1,954,879,5,7,0,4,4,2,1,5,0,9,2,1,5,0,3,9000,12,12,1,1993,9256.94939667581
"16413",4,10483,21,5,0,5661,17,2,0,1,3,2,3,0,0,0,0,3,0,0,0,0,12,3,0,0,0,0,0,0,2,3,5,0,97,0,11,0,8,1993,0
"16414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16419",4,1368,21,0,200,5663,71,2,0,0,0,5,4,984,769,1,20,3,0,0,0,0,14,1,0,0,0,0,0,0,2,3,5,0,3,0,8,0,2,1993,148.111190346813
"16420",4,1375,21,0,15000,5663,47,2,0,1,10,5,1,364,828,5,40,3,0,0,0,0,12,4,0,0,0,0,0,0,2,1,5,0,3,0,12,0,2,1993,11108.339276011
"16421",4,1159,21,0,19952,5663,44,2,0,1,1,2,1,943,848,5,40,3,0,0,0,0,5,1,0,0,0,0,0,0,2,3,5,0,3,0,11,0,2,1993,14775.5723489981
"16422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16423",4,1377,21,1,0,5663,39,2,0,1,1,4,5,0,0,0,0,3,0,0,0,0,14,5,0,0,0,0,0,0,2,3,5,0,3,0,9,0,2,1993,0
"16424",4,2825,21,1,112,5663,34,2,0,2,2,2,1,925,839,1,16,3,0,0,0,0,3,3,0,0,0,0,0,0,2,1,1,0,3,0,12,0,2,1993,82.9422665942152
"16425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16430",4,8002,41,5,0,5663,22,1,0,0,0,2,5,0,0,0,0,2,0,0,0,0,24,1,0,0,0,0,0,0,2,3,5,0,97,0,9,0,8,1993,0
"16431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16433",4,2992,21,1,6000,5663,24,1,21,3,1,2,6,751,728,5,40,1,0,0,0,37,84,2,1,2,3,5,0,3,2,3,5,0,3,0,11,11,1,1993,4443.33571040439
"16434",4,6639,41,8,7530,5663,24,1,0,2,3,5,1,822,17,1,40.5,2,0,0,0,0,0,1,0,0,0,0,0,0,2,3,5,0,3,0,11,0,8,1993,5576.3863165575
"16435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16440",4,7099,21,4,23005,5663,30,1,26,2,2,1,1,230,669,5,40,1,0,0,0,20,0,2,2,2,1,5,0,97,2,1,5,0,97,3000,12,12,5,1993,17036.4896696422
"16441",4,8791,21,8,24000,5663,40,1,36,5,13,1,1,233,787,5,88,1,141,867,5,28,0,1,5,2,1,5,0,3,2,1,5,0,3,28341,12,12,8,1993,17773.3428416175
"16442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16447",4,709,21,0,24390,5664,50,1,48,0,0,1,1,656,219,5,40,1,0,0,0,35,0,2,2,2,3,5,0,3,2,3,5,0,3,0,10,10,1,1993,18062.1596627938
"16448",4,752,21,0,0,5664,30,2,0,2,2,2,3,0,0,0,0,3,0,0,0,0,30,3,0,0,0,0,0,0,2,2,5,0,3,0,11,0,2,1993,0
"16449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16457",4,2778,9,0,9500,5668,68,1,59,0,0,1,1,481,999,5,30,1,643,247,1,30,10,1,1,9,9,9,0,99,1,1,5,0,5,800,12,99,1,1993,7035.28154147361
"16458",4,2774,29,0,45000,5668,44,1,37,3,1,1,1,415,718,5,40,1,0,0,0,84,28,2,2,1,1,9,0,1,1,9,9,0,99,0,99,99,1,1993,33325.0178280329
"16459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16463",4,5820,20,1,0,5669,73,2,0,0,0,2,4,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,1,1,5,0,9,0,12,0,2,1993,0
"16464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16468",4,10177,25,1,12500,5671,53,1,53,1,14,1,1,912,669,5,50,1,0,0,0,12,0,5,3,1,1,5,0,1,1,1,5,0,1,0,12,12,1,1993,9256.94939667581
"16469",4,10179,25,1,33000,5671,24,1,22,2,1,1,1,640,47,5,40,1,0,0,0,70,10,3,3,1,1,5,0,1,1,1,5,0,1,0,12,12,1,1993,24438.3464072241
"16470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16472",4,4103,24,1,0,5676,63,2,0,1,3,5,4,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,2,3,5,0,99,0,9,0,2,1993,0
"16473",4,4290,24,0,22400,5676,36,2,0,2,13,4,1,372,838,5,40,3,0,0,0,0,21,2,0,0,0,0,0,0,2,1,1,1,3,0,13,0,2,1993,16588.453318843
"16474",4,7683,24,8,0,5676,38,1,34,1,4,1,1,430,69,5,30,1,391,857,5,7,4,1,1,2,1,5,0,3,2,2,5,0,3,25000,9,12,8,1993,0
"16475",4,4109,24,1,20400,5676,31,1,29,2,12,1,1,925,839,5,40,1,925,839,5,10,10,3,3,2,1,5,0,0,2,2,5,0,8,13000,11,12,1,1993,15107.3414153749
"16476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"16479",4,4302,24,3,4000,5676,29,2,0,1,4,4,3,0,0,0,0,3,0,0,0,0,12,2,0,0,0,0,0,0,2,1,1,0,3,0,12,0,3,1993,2962.22380693626
"16480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
